SU_ID,POLLCLOSE_STATE_WEIGHT,POLLCLOSE_NATIONAL_WEIGHT,FINALVOTE_STATE_WEIGHT,FINALVOTE_NATIONAL_WEIGHT,P_STATE,STATENUM,LVA,LVB,LV,LIKELYVOTER,TIMEVOTE,TRUMPFACTOR3,FAVSENDEM,FAVSENREP,PARTYCONTROL,GETAHEAD,TRADENATIONALECON,TRADELOCALECON,HEALTHLAW,IMMDEPORT,RUSSIA,QPVVOTE,FIRSTTIME,QPVVOTE3,BREAKA,BREAKB,BREAKC,SEX,AGE65,RACETH,RACETH5,EDUC,INCOME,PARTY,PARTYFULL,IDEO,RELIG,RELIG4,SIZEPLACE,FORMFLAG
20017805,167.54661271,161.621597,154.07585233,167.70012065,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(3) 30-39,(7) Other,(5) Other,(2) Some college/assoc. degree,"(2) $25,000-$49,999",(3) Neither,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(2) Suburban,(4) Form 4
20017830,633.17996453,610.78857637,1103.4812742,1050.2299017,(VA) Virginia,(45) Virginia,(3) Somewhat interested,(3) Probably will not vote,(2) 2,(2) Nonvoter,,,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",,(2) Women,(3) 30-39,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(3) Neither,(2) Republican/Lean Rep,(3) Moderate,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(1) Form 1
20017853,107.25342149,103.46057723,73.54756155,111.68680189,(MO) Missouri,(24) Missouri,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(2) No, it is not",(1) I've known all along,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(3) $50,000-$74,999",(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(2) Form 2
20017876,118.98017254,114.77263064,227.96506232,219.90725392,(WV) West Virginia,(49) West Virginia,(4) Only a little interested,(2) Probably will vote,(5) 5,(2) Nonvoter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(4) Not at all important,(2) Holding steady,(3) No difference,(3) No difference,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(2) No,(1) I did not vote in the 2016 presidential election,(2) Not,"(3) I usually vote, but I didn't in the 2014 election for Congress","(2) No, it is not","(2) No, it is not",(4) I still haven't decided,(1) Men,(2) 25-29,(4) Asian,(4) Asian,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20017980,665.50536943,641.97084547,693.94346747,680.28187572,(MN) Minnesota,(23) Minnesota,(3) Somewhat interested,(2) Probably will vote,(8) 8,(2) Nonvoter,(1) Election Day,(3) Trump was not a factor,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(3) No difference,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(2) No,"(2) I thought about voting in the 2016 presidential election, but didn't",(2) Not,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(2) No, it is not",(3) I decided in the last few days,(2) Women,(1) 18-24,(1) White,(1) White,(2) Some college/assoc. degree,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(1) Urban,(2) Form 2
20018072,378.77968256,365.38475004,296.42745534,343.3326714,(PA) Pennsylvania,(38) Pennsylvania,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(3) Somewhat unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(3) 30-39,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(3) Form 3
20018076,1303.8122622,1257.7050445,2847.8674509,2643.5006145,(NV) Nevada,(33) Nevada,(4) Only a little interested,(4) Definitely will not vote,(0) 0-Certain will not vote,(2) Nonvoter,,,(3) Somewhat unfavorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),,(1) Getting ahead,(2) Hurt,(1) Help,(1) Repeal the law entirely,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) No,"(2) I thought about voting in the 2016 presidential election, but didn't",(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",,(1) Men,(4) 40-49,(1) White,(1) White,(1) High school or less,"(4) $75,000-$99,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20018098,2872.937622,2771.3408169,2285.4123521,2151.649956,(IN) Indiana,(15) Indiana,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(3) Somewhat unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(2) Repeal parts of the law,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(2) No, it is not",(2) I decided over the course of the campaign,(2) Women,(1) 18-24,(1) White,(1) White,(1) High school or less,"(2) $25,000-$49,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(4) Form 4
20018142,350.41677773,338.02485359,245.00350245,241.08930351,(MS) Mississippi,(25) Mississippi,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(5) 50-64,(1) White,(1) White,(3) College graduate,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(2) Form 2
20018197,1824.5202846,1759.9990676,1202.0460359,1283.0624773,(GA) Georgia,(10) Georgia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(4) $75,000-$99,999",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(3) Form 3
20018323,534.95661792,516.03873998,346.27600988,339.02109873,(MD) Maryland,(20) Maryland,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(3) 30-39,(1) White,(1) White,(3) College graduate,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(4) Other Christian,(1) Protestant/Other Christian,(4) Rural,(3) Form 3
20018327,2069.8393286,1996.6427993,1500.9896327,1400.8083962,(TX) Texas,(43) Texas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(2) African American or Black,(4) Postgraduate study,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(1) Protestant,(1) Protestant/Other Christian,(2) Suburban,(3) Form 3
20018348,7517.210106,7251.3760954,6755.996293,5918.4738557,(NY) New York,(34) New York,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(4) Very unfavorable,(2) Somewhat favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(2) Women,(5) 50-64,(1) White,(1) White,(2) Some college/assoc. degree,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(2) Catholic,(2) Catholic,(2) Suburban,(2) Form 2
20018448,915.31965024,882.95084717,767.36574885,728.74048857,(PA) Pennsylvania,(38) Pennsylvania,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(1) White,(1) White,(3) College graduate,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(2) Catholic,(2) Catholic,(1) Urban,(2) Form 2
20018528,98.574733609,95.08879715,96.068636774,74.861898893,(MT) Montana,(26) Montana,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Somewhat important,(2) Holding steady,(1) Help,(1) Help,(4) Expand the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(3) 30-39,(3) Latino or Hispanic,(3) Latino or Hispanic,(2) Some college/assoc. degree,"(2) $25,000-$49,999",(3) Neither,(3) Independent,(3) Moderate,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(4) Form 4
20018532,1206.1027837,1163.4509041,781.51249147,870.47040754,(PA) Pennsylvania,(38) Pennsylvania,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(1) Getting ahead,(2) Hurt,(3) No difference,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(1) White,(1) White,(3) College graduate,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(3) Form 3
20018564,223.10610047,215.21631309,204.11832968,197.68932661,(ND) North Dakota,(28) North Dakota,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(2) Somewhat favorable,(2) Somewhat favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(4) $75,000-$99,999",(3) Neither,(2) Republican/Lean Rep,(4) Somewhat conservative,(88) REMOVED FOR DISCLOSURE RISK,(2) Catholic,(3) Small town,(1) Form 1
20018577,227.53862486,219.4920884,178.06840932,206.24507468,(PA) Pennsylvania,(38) Pennsylvania,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(5) Jewish,(3) Other,(2) Suburban,(4) Form 4
20018579,1780.2798388,1717.3231138,1386.7129739,1357.7218886,(OH) Ohio,(35) Ohio,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(2) African American or Black,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Protestant,(1) Protestant/Other Christian,(1) Urban,(3) Form 3
20018604,875.92553531,844.94984158,561.82541291,536.50174932,(NY) New York,(34) New York,(5) Not at all interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(3) Falling behind,(3) No difference,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(3) Latino or Hispanic,(3) Latino or Hispanic,(2) Some college/assoc. degree,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(2) Catholic,(2) Catholic,(1) Urban,(2) Form 2
20018605,3747.2285304,3614.7138375,2848.6844153,2747.9452857,(FL) Florida,(9) Florida,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(2) Somewhat favorable,(4) Very unfavorable,(2) Somewhat important,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(1) Very liberal,(7) Something else,(3) Other,(1) Urban,(3) Form 3
20018619,2708.7260036,2612.9362775,1877.8714182,1835.892276,(TN) Tennessee,(42) Tennessee,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(1) Repeal the law entirely,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(2) I decided over the course of the campaign,(2) Women,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(1) High school or less,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(3) Form 3
20018629,747.20649813,720.78274552,684.57744605,668.65813182,(MN) Minnesota,(23) Minnesota,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(1) 18-24,(1) White,(1) White,(3) College graduate,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(1) Urban,(3) Form 3
20018633,3300.1772853,3183.4718386,2343.7425948,2284.7887413,(NJ) New Jersey,(31) New Jersey,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(3) Somewhat unfavorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,"(3) I usually vote, but I didn't in the 2016 presidential election",(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(3) I decided in the last few days,(1) Men,(2) 25-29,(1) White,(1) White,(1) High school or less,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(2) Suburban,(2) Form 2
20018723,543.05291584,523.84872538,397.62983389,482.23001724,(IN) Indiana,(15) Indiana,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(3) 30-39,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(5) Jewish,(3) Other,(2) Suburban,(1) Form 1
20018748,1940.2885044,1871.673331,1534.0630052,1532.9234965,(TX) Texas,(43) Texas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(1) Help,(2) Hurt,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(3) College graduate,"(5) $100,000 or more",(3) Neither,(2) Republican/Lean Rep,(4) Somewhat conservative,(8) None,(4) Unaffiliated,(2) Suburban,(4) Form 4
20018764,2647.5958406,2553.9678842,6049.4631921,5671.6865159,(MD) Maryland,(20) Maryland,(4) Only a little interested,(2) Probably will vote,(5) 5,(2) Nonvoter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(1) Very favorable,(3) Not too important,(3) Falling behind,(2) Hurt,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(3) I decided in the last few days,(2) Women,(1) 18-24,(2) African American or Black,(2) African American or Black,(1) High school or less,"(1) Under $25,000",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(1) Urban,(2) Form 2
20018772,7915.1605113,7635.2536266,6258.0151835,6253.3667026,(TX) Texas,(43) Texas,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(4) Very unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(1) Help,(1) Help,(1) Repeal the law entirely,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(1) High school or less,"(2) $25,000-$49,999",(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(3) Form 3
20018775,116.86239906,112.72974881,113.18052513,98.112370473,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(3) Small town,(3) Form 3
20018798,479.08115599,462.13922364,773.11630325,340.19576821,(MS) Mississippi,(25) Mississippi,(3) Somewhat interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,,(3) Trump was not a factor,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(4) Not at all important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(99) DON'T KNOW/SKIPPED/REFUSED (VOL),(3) I decided in the last few days,(2) Women,(4) 40-49,(2) African American or Black,(2) African American or Black,(2) Some college/assoc. degree,"(2) $25,000-$49,999",(3) Neither,(1) Democrat/Lean Dem,(3) Moderate,(7) Something else,(3) Other,(4) Rural,(4) Form 4
20018877,785.75617367,757.96917397,1716.2972739,1593.1334504,(NV) Nevada,(33) Nevada,(5) Not at all interested,(4) Definitely will not vote,(0) 0-Certain will not vote,(2) Nonvoter,,,(4) Very unfavorable,(3) Somewhat unfavorable,,(3) Falling behind,(2) Hurt,(3) No difference,(1) Repeal the law entirely,(1) Offered a chance to apply for legal status,(1) Yes,(1) I did not vote in the 2016 presidential election,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(2) No, it is not",,(2) Women,(6) 65+,(1) White,(1) White,(3) College graduate,"(5) $100,000 or more",(3) Neither,(2) Republican/Lean Rep,(4) Somewhat conservative,(2) Catholic,(2) Catholic,(1) Urban,(2) Form 2
20018895,66.212923877,63.871410622,60.510309752,50.026972904,(MT) Montana,(26) Montana,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(4) Very unfavorable,(3) Somewhat unfavorable,(2) Somewhat important,(2) Holding steady,(1) Help,(2) Hurt,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(5) 50-64,(1) White,(1) White,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(3) Neither,(3) Independent,(3) Moderate,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(4) Form 4
20018907,200.65221882,193.55647674,122.73659869,90.14958812,(TN) Tennessee,(42) Tennessee,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(2) Form 2
20019019,167.02830063,161.12161418,164.16339715,114.09445708,(MS) Mississippi,(25) Mississippi,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(2) Somewhat favorable,(1) Very important,(1) Getting ahead,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(7) Something else,(3) Other,(3) Small town,(1) Form 1
