"","SEX","RACE","MAR","LANX","WAOB","DIS","HICOV","MIG","SCH"
"5211",2,1,2,2,1,2,1,1,1
"5212",2,1,2,2,1,2,1,1,1
"5213",2,2,2,2,1,2,1,1,1
"5214",1,1,1,2,1,2,1,1,1
"5215",2,1,1,2,1,1,1,1,1
"5216",1,1,1,2,1,1,1,1,1
"5217",2,1,1,2,1,2,1,1,1
"5218",1,1,5,1,1,2,1,1,3
"5219",2,1,5,2,1,2,1,3,2
"5220",1,1,1,2,1,2,1,1,1
"5221",2,1,1,2,1,2,2,1,1
"5222",1,1,3,2,1,2,1,1,1
"5223",2,1,1,2,1,2,1,1,1
"5224",1,1,1,2,1,2,2,1,1
"5225",2,1,1,1,3,2,1,3,1
"5226",1,1,1,2,1,2,1,3,1
"5227",1,2,1,2,1,2,1,1,1
"5228",2,2,1,2,1,2,1,1,1
"5229",1,1,1,2,1,2,1,1,1
"5230",2,1,1,2,1,2,2,1,1
"5231",2,1,3,2,1,2,1,1,1
"5232",2,1,3,2,1,2,1,1,1
"5233",2,1,5,2,1,2,1,1,2
"5234",2,2,3,2,1,2,1,1,1
"5235",1,2,5,2,1,2,1,1,1
"5236",2,2,5,2,1,2,2,1,1
"5237",2,1,1,2,1,2,2,1,1
"5238",1,1,1,2,1,2,1,1,1
"5239",2,1,1,2,1,2,1,1,1
"5240",1,1,1,2,1,2,2,1,1
"5241",1,1,5,2,1,2,1,1,1
"5242",2,1,1,2,1,2,1,1,1
"5243",1,1,1,2,1,2,1,1,1
"5244",2,2,5,1,1,2,2,1,1
"5245",1,1,1,2,1,2,1,1,1
"5246",2,1,1,2,1,2,1,1,1
"5247",2,4,1,2,1,2,1,1,1
"5248",1,4,1,2,1,1,1,1,1
"5249",1,1,1,1,6,2,1,3,1
"5250",1,1,1,2,1,2,1,1,1
"5251",2,1,1,2,1,2,1,1,1
"5252",1,1,1,2,1,2,1,1,1
"5253",2,1,1,2,1,2,1,1,1
"5254",1,1,3,2,1,2,2,1,1
"5255",1,2,5,2,1,2,2,1,1
"5256",1,1,1,2,1,1,1,1,1
"5257",2,1,1,2,1,2,1,1,1
"5258",1,1,5,2,1,2,1,1,1
"5259",1,2,1,2,1,2,1,1,1
"5260",2,2,1,2,1,2,1,1,1
"5261",1,1,1,2,1,2,2,1,1
"5262",2,1,1,2,1,2,1,1,1
"5263",2,1,1,2,1,1,1,1,1
"5264",1,1,1,2,1,1,1,1,1
"5265",1,1,1,2,1,2,1,3,1
"5266",2,1,1,2,1,2,1,3,1
"5267",1,2,5,2,1,2,2,1,1
"5268",1,1,1,2,1,2,1,1,1
"5269",2,1,1,2,1,2,1,1,1
"5270",2,1,5,2,1,1,1,1,3
"5271",2,1,5,2,1,2,1,3,2
"5272",2,1,5,2,1,2,1,3,2
"5273",2,1,5,2,1,2,1,3,2
"5274",1,1,5,2,1,2,1,3,2
"5275",1,1,1,1,1,2,1,1,1
"5276",2,1,1,2,1,2,1,1,1
"5277",1,1,1,2,1,2,1,1,1
"5278",2,1,1,2,1,2,1,1,1
"5279",2,1,3,2,1,2,1,1,1
"5280",2,2,1,2,1,2,1,3,2
"5281",1,2,1,2,1,2,2,3,1
"5282",1,1,1,2,1,1,1,1,1
"5283",2,1,1,2,1,2,1,1,1
"5284",1,2,1,2,1,2,1,1,1
"5285",2,2,1,2,1,2,1,1,1
"5286",1,2,5,1,6,2,1,1,1
"5287",1,2,5,2,1,2,2,3,1
"5288",1,2,1,2,1,2,1,1,1
"5289",2,2,1,2,1,2,1,1,1
"5290",2,1,1,2,1,2,1,1,1
"5291",1,1,1,1,2,1,1,1,1
"5292",2,1,5,2,1,2,1,1,1
"5293",2,1,1,2,1,2,1,1,1
"5294",1,1,1,1,3,2,1,1,1
"5295",2,1,2,2,1,1,1,1,1
"5296",2,1,2,2,1,2,1,1,1
"5297",1,1,1,2,1,1,1,1,1
"5298",2,1,1,2,1,2,1,1,1
"5299",2,1,1,2,1,2,1,1,1
"5300",1,1,1,2,1,2,1,1,1
"5301",1,1,3,2,1,2,1,1,1
"5302",1,1,5,2,1,1,2,1,2
"5303",2,3,2,2,1,2,1,1,1
"5304",2,2,5,2,1,1,1,3,2
"5305",1,2,5,2,1,2,1,3,1
"5306",2,2,1,2,1,2,1,1,1
"5307",1,2,1,2,1,2,1,1,1
"5308",1,1,2,1,1,2,1,1,1
"5309",2,1,3,2,1,2,1,1,1
"5310",2,5,5,2,1,2,1,1,2
"5311",2,1,3,1,1,2,1,3,1
"5312",2,1,4,2,1,1,1,1,1
"5313",2,1,5,2,1,2,1,1,2
"5314",2,1,5,2,1,2,2,1,1
"5315",2,1,2,2,1,1,1,1,1
"5316",1,4,3,1,1,2,1,1,1
"5317",2,4,5,2,3,1,1,1,1
"5318",1,2,5,2,1,2,2,3,3
"5319",1,1,1,2,1,2,2,1,1
"5320",2,1,1,2,1,2,1,1,1
"5321",1,2,1,2,1,2,1,1,1
"5322",2,1,2,2,1,1,1,1,1
"5323",2,2,2,2,1,2,1,1,1
"5324",2,1,5,2,1,2,1,3,2
"5325",1,2,5,2,1,2,2,3,1
"5326",1,2,5,2,1,2,2,1,1
"5327",1,1,1,2,1,2,1,1,1
"5328",2,1,1,2,1,2,2,1,1
"5329",1,1,5,1,3,2,2,3,1
"5330",1,1,5,2,1,2,1,1,1
"5331",1,1,1,2,1,1,1,1,1
"5332",2,1,1,2,1,2,1,1,1
"5333",1,1,1,2,1,1,1,1,1
"5334",2,1,1,2,1,1,1,1,1
"5335",1,1,3,2,1,2,1,1,1
"5336",1,1,5,2,1,2,1,1,1
"5337",2,2,3,2,5,2,1,1,1
"5338",2,2,5,2,1,2,1,3,1
"5339",1,2,3,2,1,2,1,3,1
"5340",2,1,3,2,1,2,1,1,1
"5341",2,1,5,2,1,2,1,1,2
"5342",2,5,1,2,1,2,1,1,1
"5343",1,4,1,2,3,2,2,1,1
"5344",1,1,3,2,1,2,1,1,1
"5345",1,2,3,2,1,2,1,1,1
"5346",2,2,1,2,1,2,1,1,1
"5347",1,2,1,2,1,2,1,1,2
"5348",1,1,5,2,1,1,2,3,1
"5349",2,1,2,2,1,1,1,1,1
"5350",1,1,1,1,6,2,1,1,1
"5351",2,1,1,2,1,2,1,1,1
"5352",2,1,5,2,1,2,1,3,2
"5353",1,1,1,2,1,2,1,1,1
"5354",2,1,1,2,1,2,1,1,1
"5355",1,1,5,2,1,2,2,1,2
"5356",2,2,1,2,1,2,1,1,1
"5357",1,2,1,2,1,2,1,1,1
"5358",1,1,5,2,1,2,2,1,1
"5359",2,2,5,2,1,2,2,1,1
"5360",2,1,2,2,1,1,1,1,1
"5361",2,2,3,2,1,1,1,1,1
"5362",1,4,4,2,3,2,2,2,1
"5363",1,1,1,2,1,2,1,1,1
"5364",2,1,1,2,1,2,1,1,1
"5365",2,1,5,2,1,2,1,1,1
"5366",2,1,1,2,1,2,1,1,1
"5367",1,1,1,2,1,1,1,1,1
"5368",1,2,4,2,1,2,1,2,2
"5369",1,3,1,2,1,1,1,1,1
"5370",2,3,1,2,3,2,1,1,1
"5371",1,3,5,2,1,1,2,1,2
"5372",1,2,5,2,1,2,1,3,1
"5373",2,1,3,2,1,2,1,1,1
"5374",1,1,1,1,4,2,1,1,1
"5375",2,1,1,2,3,2,1,1,1
"5376",1,1,1,2,1,2,1,1,1
"5377",2,1,1,2,1,2,1,1,1
"5378",1,1,1,2,1,2,1,1,1
"5379",2,1,1,2,1,2,2,1,1
"5380",2,1,2,2,1,1,1,1,1
"5381",2,1,3,2,1,2,1,1,1
"5382",1,1,5,2,1,2,1,3,1
"5383",1,1,1,1,3,2,2,1,1
"5384",2,1,1,2,1,2,1,1,1
"5385",1,2,5,2,1,2,1,3,1
"5386",1,2,3,2,1,2,1,1,1
"5387",1,1,3,2,1,2,1,1,1
"5388",1,1,3,2,1,2,1,1,1
"5389",2,1,3,2,1,2,2,1,1
"5390",2,1,5,2,1,2,2,1,1
"5391",1,2,1,2,1,2,1,1,1
"5392",2,2,1,2,1,1,1,1,1
"5393",2,1,1,2,1,2,1,3,1
"5394",1,1,1,2,1,2,1,3,1
"5395",2,2,5,1,1,2,1,3,1
"5396",1,2,5,2,1,2,1,3,1
"5397",2,2,5,2,1,2,2,1,1
"5398",1,1,1,2,1,1,1,1,1
"5399",2,1,1,2,1,2,1,1,1
"5400",2,1,3,2,1,2,2,3,1
"5401",2,1,2,2,1,1,1,1,1
"5402",1,2,3,2,1,2,1,1,1
"5403",2,1,1,2,1,2,1,1,1
"5404",1,1,1,1,3,2,2,1,1
"5405",2,1,1,2,1,2,1,1,1
"5406",2,2,3,2,1,2,1,1,1
"5407",1,2,1,2,1,2,1,3,1
"5408",2,1,5,2,1,2,2,3,3
"5409",2,1,1,2,1,2,1,1,1
"5410",1,1,1,2,1,2,1,1,1
"5411",2,1,5,2,1,2,2,3,1
"5412",2,1,3,1,1,2,1,1,1
"5413",1,1,5,2,1,2,1,1,1
"5414",1,1,5,1,3,2,2,1,2
"5415",2,2,2,2,1,2,1,1,2
"5416",2,1,1,2,1,2,1,1,1
"5417",1,1,1,2,1,2,1,1,1
"5418",2,1,5,2,1,2,1,1,1
"5419",2,2,3,2,1,2,1,1,1
"5420",1,2,4,2,1,2,1,1,1
"5421",2,1,3,2,1,2,1,1,1
"5422",2,1,2,2,1,2,1,1,1
"5423",2,1,1,2,1,2,1,1,1
"5424",1,1,1,2,1,1,1,1,1
"5425",1,1,1,2,1,2,1,1,1
"5426",2,1,1,2,1,2,1,1,1
"5427",2,1,3,1,1,2,2,1,1
"5428",2,2,1,2,1,2,1,1,1
"5429",1,2,1,2,1,2,1,1,1
"5430",2,2,4,2,1,1,1,1,1
"5431",2,2,1,2,1,2,1,1,1
"5432",1,2,5,2,1,2,1,1,1
"5433",1,2,1,2,1,1,1,3,1
"5434",2,2,1,2,1,2,1,3,1
"5435",1,2,5,1,6,2,1,3,1
"5436",2,2,5,2,1,2,1,3,2
"5437",1,1,5,1,1,2,1,1,1
"5438",2,1,1,1,5,2,1,1,1
"5439",1,1,1,2,1,2,1,1,1
"5440",1,1,2,2,1,1,2,1,1
"5441",2,1,5,2,1,2,1,1,1
"5442",1,1,5,2,1,2,2,3,1
"5443",1,1,3,2,1,2,1,1,1
"5444",2,2,4,2,1,2,2,1,1
"5445",1,2,5,2,1,2,1,1,1
"5446",1,1,1,2,1,2,1,1,1
"5447",2,1,1,2,1,2,1,1,1
"5448",1,2,5,2,1,2,1,1,1
"5449",1,1,1,2,1,2,1,3,1
"5450",2,1,1,2,1,2,1,3,1
"5451",2,1,5,2,1,2,1,3,1
"5452",1,1,1,2,1,2,1,1,1
"5453",2,1,1,2,1,2,1,1,1
"5454",2,1,4,2,1,2,1,3,1
"5455",1,1,1,2,1,2,2,1,1
"5456",2,1,1,2,1,2,1,1,1
"5457",1,1,1,2,1,1,1,1,1
"5458",2,1,1,2,1,2,2,1,1
"5459",1,5,3,2,1,2,1,1,1
"5460",2,1,4,2,1,2,1,1,1
"5461",1,1,4,2,1,2,2,1,1
"5462",1,1,1,2,1,2,1,1,1
"5463",2,1,1,2,1,2,1,1,1
"5464",1,1,5,2,1,2,2,1,1
"5465",1,1,2,2,1,1,1,1,1
"5466",2,1,2,1,3,2,2,1,1
"5467",1,1,4,2,1,2,1,1,1
"5468",1,1,1,2,1,2,1,1,1
"5469",2,1,1,2,1,1,1,1,1
"5470",1,1,1,2,1,1,1,1,1
"5471",2,5,1,2,1,2,1,1,1
"5472",2,2,5,2,1,1,1,1,1
"5473",1,1,3,2,1,2,1,3,1
"5474",2,1,3,2,1,1,1,1,1
"5475",1,1,1,2,1,2,1,1,1
"5476",2,1,1,2,1,2,1,1,1
"5477",2,1,2,2,1,1,1,1,1
"5478",1,1,5,2,1,2,1,1,1
"5479",2,1,3,2,1,2,2,1,1
"5480",2,1,1,2,1,2,1,1,1
"5481",1,1,1,2,1,2,1,1,1
"5482",2,1,1,1,2,2,1,1,1
"5483",1,1,1,2,1,2,1,1,1
"5484",2,2,5,1,1,2,1,3,2
"5485",1,3,5,2,1,2,2,3,2
"5486",1,1,2,2,1,1,1,1,1
"5487",1,1,1,2,1,2,1,1,1
"5488",2,1,1,2,1,1,1,1,1
"5489",2,2,1,2,1,1,1,1,2
"5490",1,2,1,2,1,2,1,1,1
"5491",1,2,5,2,1,2,1,1,1
"5492",2,2,3,1,1,2,2,1,1
"5493",2,4,5,2,1,2,2,1,1
"5494",1,4,5,2,1,2,1,1,2
"5495",1,1,1,2,1,2,1,1,1
"5496",2,1,1,2,1,2,1,1,1
"5497",2,1,5,2,1,2,1,1,1
"5498",1,1,5,2,1,2,1,1,1
"5499",1,1,3,2,1,2,1,1,1
"5500",2,1,2,2,1,2,1,1,1
"5501",1,1,1,2,1,2,1,1,1
"5502",2,1,1,2,1,2,1,1,1
"5503",2,1,5,2,1,2,1,3,1
"5504",2,1,2,2,1,2,1,1,1
"5505",2,2,2,2,1,2,1,1,1
"5506",2,2,2,2,1,1,1,3,1
"5507",1,2,5,2,1,2,1,1,1
"5508",1,1,1,2,1,2,1,1,3
"5509",2,1,1,1,2,2,1,1,2
"5510",1,1,5,2,1,2,2,1,1
"5511",1,1,5,2,1,1,1,3,2
"5512",2,2,5,2,1,2,1,1,1
"5513",2,1,2,2,1,1,1,1,1
"5514",1,1,3,2,1,2,2,1,1
"5515",1,1,5,2,1,2,1,1,1
"5516",2,1,3,2,1,1,1,1,1
"5517",2,1,3,2,1,2,1,1,1
"5518",1,1,1,2,1,2,1,1,1
"5519",2,1,1,2,1,2,1,1,1
"5520",2,1,5,2,1,2,1,1,2
"5521",1,1,5,2,1,2,1,1,1
"5522",2,1,5,2,1,2,1,1,1
"5523",2,1,2,2,1,2,1,1,1
"5524",1,1,5,2,1,2,1,1,2
"5525",1,1,1,1,1,2,1,1,1
"5526",2,6,1,2,4,2,1,1,1
"5527",2,1,2,2,1,2,1,1,1
"5528",2,1,4,1,3,2,1,1,1
"5529",2,2,1,2,1,2,2,1,1
"5530",1,2,1,2,1,2,1,1,1
"5531",2,2,5,2,1,1,2,1,1
"5532",1,2,5,2,1,2,2,1,1
"5533",1,1,1,2,3,2,1,1,1
"5534",2,1,1,2,1,2,1,1,1
"5535",2,2,5,1,3,2,2,1,1
"5536",1,2,2,2,1,1,1,1,1
"5537",1,1,1,2,1,1,1,1,1
"5538",2,1,1,2,1,2,2,1,1
"5539",1,1,5,2,1,2,1,1,1
"5540",1,1,5,2,1,2,1,1,1
"5541",1,1,1,2,1,2,1,1,1
"5542",2,1,1,2,1,2,1,1,1
"5543",1,2,1,2,1,2,1,1,1
"5544",2,2,1,2,1,1,1,1,1
"5545",2,1,3,2,1,2,2,3,1
"5546",2,1,5,2,1,2,1,3,1
"5547",1,1,1,2,1,2,1,1,1
"5548",2,1,1,2,1,2,1,1,1
"5549",2,1,5,2,1,2,1,3,1
"5550",1,1,1,2,1,2,1,1,1
"5551",2,1,1,1,4,2,1,1,2
"5552",2,1,3,2,1,2,1,1,1
"5553",1,2,5,2,1,2,2,1,1
"5554",2,2,5,2,1,2,2,1,1
"5555",1,1,1,2,1,2,1,1,1
"5556",2,1,1,2,1,2,1,1,1
"5557",1,1,1,2,1,2,1,1,1
"5558",2,1,1,2,1,2,1,1,1
"5559",1,1,5,1,1,2,1,1,1
"5560",2,1,1,2,1,2,1,1,1
"5561",1,1,1,2,1,2,1,1,1
"5562",1,1,5,2,1,2,1,1,1
"5563",2,1,3,2,1,2,1,1,1
"5564",1,1,1,2,1,1,1,1,1
"5565",2,5,1,2,1,2,1,1,1
"5566",2,1,5,2,1,2,1,1,1
"5567",2,1,1,2,1,2,1,1,1
"5568",1,1,1,2,1,2,1,1,1
"5569",1,2,5,2,1,2,2,1,1
"5570",2,2,3,1,1,2,1,1,1
"5571",1,1,3,2,1,2,1,1,1
"5572",1,1,1,2,1,2,1,3,1
"5573",2,1,5,2,1,2,1,1,2
"5574",2,1,2,2,1,2,1,1,1
"5575",2,1,3,2,1,2,1,1,1
"5576",1,1,1,2,1,2,2,1,1
"5577",2,1,1,2,1,2,1,1,1
"5578",2,1,5,2,1,2,1,1,2
"5579",1,2,1,2,1,2,2,1,1
"5580",2,2,1,2,1,2,1,1,1
"5581",1,2,5,1,3,2,1,1,1
"5582",2,2,2,2,1,1,1,1,1
"5583",2,2,3,2,1,1,1,1,1
"5584",1,1,1,2,1,2,1,1,1
"5585",2,1,1,2,1,2,1,1,1
"5586",2,1,3,2,1,2,2,1,1
"5587",2,1,5,2,1,2,1,1,1
"5588",1,1,5,2,1,1,1,1,3
"5589",1,1,5,1,1,2,1,1,2
"5590",1,2,3,2,1,2,2,1,1
"5591",2,1,5,1,1,2,1,1,1
"5592",1,2,1,2,1,1,1,1,1
"5593",2,2,1,2,1,2,1,1,1
"5594",2,2,1,2,1,2,1,1,1
"5595",1,2,1,2,1,1,1,1,1
"5596",2,1,5,2,1,2,1,1,2
"5597",2,1,4,2,1,2,1,3,1
"5598",2,2,1,2,1,2,1,3,2
"5599",1,2,1,2,1,2,1,3,1
"5600",2,2,1,2,1,2,1,1,2
"5601",2,1,2,2,1,1,1,1,1
"5602",1,5,1,2,1,2,1,1,1
"5603",2,5,1,2,1,2,1,1,1
"5604",1,5,5,1,4,2,2,1,1
"5605",2,5,5,2,1,2,1,1,1
"5606",1,1,1,2,1,2,1,1,1
"5607",2,1,1,2,1,2,1,1,1
"5608",2,1,1,2,1,2,1,3,1
"5609",1,1,1,2,1,1,1,3,1
"5610",2,2,3,2,1,1,1,3,1
"5611",2,1,1,2,1,1,1,1,1
"5612",1,1,1,2,1,1,1,1,1
"5613",1,1,3,2,1,2,1,1,1
"5614",1,2,2,2,1,1,1,1,1
"5615",1,2,5,2,1,2,2,1,1
"5616",2,1,1,2,1,2,1,3,1
"5617",1,1,1,2,1,2,1,3,1
"5618",1,2,3,2,1,1,1,1,1
"5619",1,1,4,2,1,1,2,1,1
"5620",1,1,1,2,1,2,1,1,1
"5621",2,1,1,2,1,2,1,1,1
"5622",1,1,1,2,1,2,1,1,1
"5623",2,1,1,2,1,2,1,1,1
"5624",1,1,1,2,1,2,1,1,1
"5625",2,1,1,1,3,1,1,1,1
"5626",2,1,4,2,1,2,1,1,1
"5627",1,1,1,2,1,2,1,1,1
"5628",2,1,1,1,5,2,1,1,1
"5629",2,1,5,2,5,2,1,1,2
"5630",2,1,1,2,1,2,1,1,1
"5631",1,1,1,2,1,2,1,1,1
"5632",1,2,1,2,1,1,1,1,1
"5633",2,5,1,2,1,2,1,1,1
"5634",2,1,1,2,1,2,1,1,1
"5635",1,1,1,2,1,2,1,1,1
"5636",2,1,5,2,1,1,1,3,2
"5637",1,6,1,2,6,2,1,1,1
"5638",2,6,1,2,1,2,1,1,1
"5639",1,6,5,2,4,2,1,1,1
"5640",1,6,5,2,1,2,1,1,2
"5641",2,1,2,2,1,1,1,1,1
"5642",1,1,1,2,1,2,1,1,1
"5643",2,1,1,2,1,2,1,1,1
"5644",2,1,5,2,1,2,1,1,2
"5645",1,1,3,2,1,2,2,1,1
"5646",2,2,1,2,1,2,1,1,1
"5647",1,2,1,1,6,2,2,1,1
"5648",1,1,5,2,1,2,1,1,2
"5649",1,1,1,2,1,2,1,1,1
"5650",2,1,1,2,1,2,1,1,1
"5651",2,1,1,2,5,2,1,1,1
"5652",1,1,1,1,3,2,2,1,1
"5653",2,1,1,2,1,2,1,1,1
"5654",1,1,1,2,1,2,1,1,1
"5655",1,2,4,2,1,2,1,3,1
"5656",2,1,1,2,1,2,1,1,1
"5657",1,1,1,2,1,2,1,1,1
"5658",2,1,5,2,1,2,1,1,1
"5659",1,1,4,2,1,2,1,1,1
"5660",2,1,1,2,1,1,1,1,1
"5661",1,1,1,2,1,2,1,1,1
"5662",2,1,5,2,1,2,1,1,1
"5663",2,1,1,2,1,2,1,1,1
"5664",1,1,1,2,1,2,1,1,1
"5665",2,1,1,2,1,2,1,1,1
"5666",1,1,1,2,1,2,1,1,1
"5667",1,1,5,2,1,1,1,1,2
"5668",2,1,1,2,1,2,1,1,1
"5669",1,1,1,2,1,2,1,1,1
"5670",1,1,5,2,1,1,1,1,1
"5671",2,2,1,2,1,2,1,1,1
"5672",1,2,1,2,1,2,1,1,1
"5673",1,1,1,2,1,2,1,1,1
"5674",2,1,1,2,1,2,1,1,1
"5675",2,1,5,2,1,2,1,3,3
"5676",1,1,1,2,1,2,1,1,1
"5677",2,1,1,2,1,2,1,1,1
"5678",2,1,3,1,1,1,1,1,1
"5679",2,1,1,2,1,2,1,1,1
"5680",1,4,1,2,1,2,1,1,1
"5681",2,1,1,2,1,2,1,1,1
"5682",1,1,1,2,1,2,1,1,1
"5683",1,1,3,2,1,2,1,1,1
"5684",2,1,5,2,1,2,2,1,3
"5685",1,1,1,2,1,1,1,1,1
"5686",2,1,1,2,5,2,1,1,1
"5687",1,1,1,1,3,1,1,1,1
"5688",2,1,1,2,1,2,1,1,1
"5689",2,1,3,2,1,1,1,1,1
"5690",1,1,5,1,3,2,2,1,1
"5691",2,2,2,2,1,2,1,3,1
"5692",1,1,1,1,5,2,1,1,1
"5693",2,1,1,2,1,2,1,1,1
"5694",2,2,5,2,1,2,1,1,1
"5695",1,2,1,2,1,2,1,1,3
"5696",2,2,1,2,1,2,1,1,3
"5697",1,1,5,2,1,1,2,1,1
"5698",1,1,2,2,1,2,1,1,1
"5699",2,1,2,2,1,1,1,1,1
"5700",1,1,1,2,1,2,1,1,1
"5701",2,1,1,2,1,2,1,1,1
"5702",1,1,2,2,1,2,1,1,1
"5703",1,1,1,1,7,2,1,1,1
"5704",2,1,1,2,1,2,2,1,1
"5705",2,1,2,2,1,2,1,1,1
"5706",1,1,1,2,1,2,1,1,1
"5707",2,1,1,2,1,1,1,1,2
"5708",1,1,1,2,7,2,1,1,1
"5709",2,1,1,2,1,2,1,1,1
"5710",2,1,3,2,1,2,1,1,1
"5711",1,1,5,2,1,2,1,3,1
"5712",1,1,1,2,1,1,1,1,1
"5713",2,1,1,2,1,2,1,1,1
"5714",2,1,1,2,1,2,1,1,1
"5715",1,1,1,2,1,2,2,1,1
"5716",1,2,5,2,1,2,2,1,1
"5717",1,1,1,2,1,2,1,1,1
"5718",2,1,1,2,1,2,1,1,1
"5719",2,1,5,2,1,2,1,1,2
"5720",1,1,5,2,1,2,1,1,2
"5721",2,2,1,2,1,2,1,1,1
"5722",1,2,1,2,1,2,1,1,1
"5723",1,1,4,2,1,1,2,1,1
"5724",2,4,5,2,3,2,2,1,1
"5725",1,1,1,2,1,2,1,1,1
"5726",2,2,1,2,1,1,1,1,1
"5727",1,2,5,2,1,2,2,1,2
"5728",2,2,5,2,1,1,1,1,1
"5729",1,1,1,2,1,2,1,3,1
"5730",2,1,1,2,1,1,1,3,1
"5731",2,1,3,2,1,2,1,1,1
"5732",2,2,5,2,1,2,2,1,1
"5733",1,1,1,2,1,2,1,1,1
"5734",2,1,1,2,1,2,1,1,1
"5735",1,1,1,2,1,2,1,1,1
"5736",2,1,1,2,1,2,1,1,1
"5737",1,2,1,2,1,2,2,1,1
"5738",2,2,1,2,1,2,1,1,1
"5739",2,1,1,1,1,2,1,1,1
"5740",2,1,5,1,5,2,1,1,1
"5741",1,1,1,2,1,2,2,1,1
"5742",1,1,1,2,1,2,1,3,1
"5743",2,1,1,1,3,2,1,3,1
"5744",2,1,3,2,1,1,1,1,1
"5745",1,2,1,2,1,2,1,1,1
"5746",2,2,1,1,6,2,2,1,3
"5747",1,1,1,1,6,2,1,1,1
"5748",2,1,1,2,1,2,1,1,1
"5749",2,2,1,2,1,2,1,3,1
"5750",1,2,1,2,1,1,1,3,1
"5751",2,1,2,2,1,2,1,1,1
"5752",2,1,1,1,3,2,1,1,1
"5753",1,2,5,1,6,2,2,3,2
"5754",1,2,1,1,6,2,2,1,1
"5755",2,2,1,2,1,2,1,1,1
"5756",2,2,5,2,1,2,1,1,2
"5757",1,2,5,2,1,2,1,1,1
"5758",2,2,5,2,1,2,2,1,2
"5759",2,2,3,2,1,2,1,1,1
"5760",1,1,1,2,1,2,1,1,1
"5761",2,1,1,2,1,2,1,1,1
"5762",2,1,2,2,1,2,1,1,1
"5763",2,1,2,2,1,1,1,1,1
"5764",1,2,2,2,1,2,1,1,1
"5765",1,1,1,2,1,2,1,1,1
"5766",2,1,1,1,3,2,2,1,1
"5767",1,1,5,2,1,2,1,1,2
"5768",2,1,1,2,1,2,1,1,1
"5769",1,1,1,2,1,2,1,1,1
"5770",1,1,1,2,1,1,1,1,1
"5771",2,1,1,2,1,2,1,1,1
"5772",1,1,5,2,1,2,1,3,2
"5773",1,2,5,2,1,2,1,3,1
"5774",1,1,3,2,1,2,1,1,1
"5775",1,1,1,2,1,2,1,1,1
"5776",2,1,1,2,1,2,1,1,1
"5777",2,1,1,2,1,2,1,1,1
"5778",1,1,1,2,1,2,1,1,1
"5779",2,1,1,2,1,2,1,1,1
"5780",2,2,2,2,1,2,1,1,1
"5781",2,2,2,2,1,2,1,1,1
"5782",2,2,3,2,1,1,1,1,2
"5783",1,2,5,2,1,2,2,1,1
"5784",1,2,1,2,1,1,1,1,1
"5785",2,2,1,2,1,2,1,1,2
"5786",1,1,1,2,1,2,1,1,1
"5787",2,1,1,2,1,2,1,1,1
"5788",1,1,1,2,1,2,1,1,1
"5789",2,1,1,2,1,2,1,1,1
"5790",1,1,5,2,1,2,1,3,2
"5791",1,1,5,2,1,2,1,3,2
"5792",1,1,1,2,1,2,1,1,1
"5793",2,1,1,2,7,2,1,1,3
"5794",2,2,2,2,1,1,1,1,3
"5795",2,1,4,2,1,2,2,3,1
"5796",2,1,1,2,1,2,1,1,1
"5797",1,1,1,1,2,2,1,1,1
"5798",1,1,3,2,1,2,1,1,1
"5799",2,1,3,2,1,2,1,1,1
"5800",2,2,2,2,1,2,1,1,1
"5801",2,1,4,2,1,2,2,1,2
"5802",2,1,3,2,1,2,1,1,1
"5803",2,2,1,2,1,2,1,1,1
"5804",1,2,1,2,1,2,1,1,3
"5805",1,2,5,2,1,1,1,1,2
"5806",1,1,1,2,1,2,1,1,1
"5807",2,1,1,2,1,2,2,1,1
"5808",2,1,4,2,1,2,1,1,1
"5809",1,1,5,2,1,2,1,1,1
"5810",1,1,1,2,1,1,1,1,1
"5811",2,1,3,2,1,2,1,1,1
"5812",1,1,1,2,1,1,1,1,1
"5813",2,1,1,2,1,2,1,1,1
"5814",2,1,3,2,1,2,1,1,1
"5815",1,1,1,2,1,2,1,1,1
"5816",2,1,1,2,4,2,1,1,1
"5817",1,1,1,2,1,2,1,1,1
"5818",2,1,1,2,1,2,1,1,1
"5819",1,2,5,2,1,2,1,3,1
"5820",2,2,5,2,1,1,1,1,1
"5821",1,1,1,2,1,2,1,1,1
"5822",2,1,1,1,1,2,2,1,1
"5823",2,2,3,2,1,1,2,1,1
"5824",1,1,3,2,1,2,1,1,1
"5825",1,1,1,2,1,2,1,1,1
"5826",2,1,1,2,1,2,1,1,1
"5827",1,2,1,2,1,2,1,1,1
"5828",2,2,1,2,1,2,1,1,3
"5829",1,1,1,2,1,2,1,1,1
"5830",2,1,1,2,1,2,1,1,1
"5831",1,1,2,2,1,2,1,1,1
"5832",2,1,1,2,1,2,2,3,1
"5833",2,1,1,2,1,2,1,3,1
"5834",1,1,1,2,5,2,1,3,1
"5835",2,2,2,2,1,1,1,1,1
"5836",2,1,2,2,1,1,1,1,1
"5837",2,1,3,2,1,2,1,1,1
"5838",2,2,1,2,1,2,1,1,1
"5839",1,2,1,2,1,2,1,1,1
"5840",2,2,5,2,1,1,1,1,1
"5841",1,2,5,2,1,2,1,1,1
"5842",1,1,1,2,1,2,1,1,1
"5843",2,1,1,2,1,2,1,1,1
"5844",1,1,5,2,1,2,1,1,1
